age,diet,height,pets,sex,status
39,NA,65,likes dogs and has cats,f,single
23,strictly vegetarian,68,NA,f,single
29,strictly vegetarian,67,NA,f,single
45,anything,64,NA,f,single
35,NA,69,likes dogs,f,single
25,anything,71,dislikes dogs and dislikes cats,m,single
28,mostly anything,72,likes dogs,m,single
48,NA,72,likes dogs and has cats,m,single
32,NA,70,likes dogs,m,single
25,strictly anything,66,NA,f,single
29,anything,71,NA,m,single
24,mostly anything,65,NA,f,single
31,mostly anything,71,likes dogs and likes cats,m,single
29,NA,61,has dogs,f,single
24,mostly other,62,likes dogs and dislikes cats,f,single
24,NA,67,NA,f,single
44,mostly other,67,NA,f,single
27,mostly anything,60,has dogs and likes cats,f,single
49,NA,62,NA,f,single
32,NA,68,likes dogs and dislikes cats,m,single
28,anything,72,likes dogs and likes cats,m,single
26,NA,64,NA,f,seeing someone
27,vegetarian,63,has dogs,f,single
26,anything,64,likes dogs and likes cats,f,single
25,NA,72,likes dogs and dislikes cats,m,single
29,NA,68,NA,m,single
27,NA,67,NA,m,single
38,mostly anything,72,NA,m,single
41,mostly anything,69,NA,f,single
38,mostly vegetarian,68,likes dogs and has cats,f,single
28,strictly vegetarian,61,likes dogs and has cats,f,single
27,mostly anything,71,likes dogs and likes cats,m,single
24,NA,68,NA,m,single
26,mostly other,72,likes dogs and has cats,m,seeing someone
28,mostly anything,68,likes dogs and likes cats,m,single
30,NA,69,NA,m,single
29,strictly anything,72,likes dogs,m,single
34,NA,64,likes dogs and likes cats,f,single
22,mostly anything,76,likes dogs and likes cats,m,single
27,NA,62,likes dogs,f,single
23,NA,67,NA,f,single
31,NA,66,has dogs and likes cats,f,single
36,mostly anything,60,has dogs,f,single
25,mostly anything,65,NA,m,single
32,vegetarian,67,has dogs and has cats,f,single
25,NA,NA,NA,m,single
23,strictly anything,75,likes dogs,m,single
25,NA,67,likes dogs,m,single
29,NA,64,NA,f,single
33,mostly anything,70,has dogs,f,single
45,NA,71,likes dogs,f,single
33,NA,74,NA,m,single
27,vegetarian,68,likes dogs and likes cats,m,single
40,NA,67,has dogs,m,single
36,mostly anything,64,has dogs,f,single
36,vegan,61,likes dogs and has cats,f,seeing someone
19,mostly vegetarian,62,likes dogs and likes cats,f,single
48,mostly other,61,has cats,f,single
39,NA,75,NA,m,single
22,mostly anything,59,likes dogs and likes cats,f,single
25,strictly anything,60,NA,f,single
32,NA,65,likes dogs and likes cats,f,single
21,NA,66,has dogs and has cats,f,single
34,mostly anything,62,NA,f,single
24,anything,66,likes dogs and has cats,f,single
44,NA,70,NA,m,married
25,anything,89,NA,m,single
38,NA,69,NA,m,single
28,NA,69,has dogs,m,single
28,mostly anything,67,likes dogs and has cats,f,single
33,NA,60,has dogs,f,single
28,NA,69,has dogs and likes cats,f,single
29,NA,71,NA,m,single
25,NA,68,has dogs and likes cats,f,single
53,strictly other,65,likes dogs and has cats,f,single
41,NA,60,has dogs and likes cats,f,seeing someone
37,mostly anything,64,likes dogs and has cats,f,single
29,mostly anything,68,has dogs and likes cats,f,single
22,NA,59,has dogs,f,single
42,NA,67,has cats,f,single
19,anything,63,NA,f,single
36,mostly anything,67,likes dogs and has cats,f,single
29,NA,69,likes dogs,f,single
23,NA,71,NA,m,single
28,mostly anything,66,likes dogs and likes cats,f,single
45,mostly anything,64,likes dogs and has cats,f,single
24,mostly anything,67,NA,m,available
24,mostly vegetarian,70,likes dogs and has cats,m,single
27,mostly anything,66,likes dogs,f,single
38,NA,71,NA,m,seeing someone
21,strictly anything,67,likes dogs and likes cats,m,single
25,NA,70,NA,m,single
29,mostly other,71,NA,m,single
33,mostly vegetarian,65,NA,f,single
31,mostly vegetarian,75,likes dogs and has cats,m,single
42,mostly anything,66,likes dogs and likes cats,f,single
25,NA,63,likes dogs and likes cats,f,single
34,NA,69,NA,m,single
25,mostly vegetarian,66,likes dogs and likes cats,f,single
25,strictly vegetarian,66,has dogs and has cats,f,seeing someone
24,strictly anything,64,likes dogs and likes cats,f,single
41,mostly anything,64,NA,f,single
26,mostly vegetarian,68,has dogs and likes cats,f,available
36,mostly anything,66,has dogs and dislikes cats,f,single
20,strictly anything,62,has dogs and has cats,f,single
31,mostly anything,61,has dogs,f,single
38,anything,64,likes dogs and likes cats,f,single
18,NA,70,NA,m,single
26,mostly anything,72,likes dogs and likes cats,m,single
42,mostly anything,69,likes dogs and likes cats,m,single
35,NA,71,likes dogs and likes cats,f,single
50,NA,68,likes dogs and likes cats,m,single
50,NA,72,likes dogs,m,single
39,NA,70,has cats,m,single
20,strictly anything,72,NA,m,single
49,mostly anything,68,likes dogs and likes cats,f,single
24,NA,70,likes dogs and likes cats,f,single
28,strictly anything,63,likes dogs and likes cats,f,seeing someone
44,NA,69,NA,f,single
45,mostly anything,69,NA,m,single
49,mostly anything,60,has dogs and likes cats,f,single
26,strictly anything,63,likes dogs and likes cats,f,single
25,mostly anything,63,NA,f,single
25,mostly anything,62,likes dogs and dislikes cats,f,single
25,strictly anything,74,likes dogs and has cats,m,single
34,mostly anything,60,NA,f,single
42,NA,64,likes dogs and likes cats,f,single
27,mostly anything,67,likes dogs and has cats,f,seeing someone
29,mostly anything,71,NA,m,single
63,NA,60,has dogs and has cats,f,single
34,NA,71,likes dogs,m,single
32,NA,70,likes dogs,m,single
25,NA,60,likes dogs and likes cats,f,single
42,NA,68,has cats,f,single
23,strictly anything,73,likes dogs and likes cats,m,single
37,anything,62,NA,f,single
30,strictly vegetarian,72,likes dogs and has cats,m,single
31,mostly anything,71,has dogs,f,single
32,mostly anything,64,likes dogs,f,single
24,NA,68,has dogs,f,single
50,NA,72,NA,m,single
44,mostly vegetarian,71,likes dogs and likes cats,m,single
27,NA,71,likes dogs and likes cats,f,single
28,NA,67,likes dogs,m,single
24,mostly vegetarian,66,likes dogs and likes cats,f,single
31,anything,70,NA,m,single
53,mostly vegetarian,65,likes dogs,f,single
29,NA,64,likes dogs and likes cats,f,single
30,mostly anything,66,likes dogs and dislikes cats,m,single
40,NA,71,likes dogs and dislikes cats,m,single
28,mostly anything,60,likes dogs and likes cats,f,single
51,anything,68,NA,m,single
42,NA,70,has dogs and likes cats,m,single
21,mostly anything,66,likes dogs and has cats,m,single
43,anything,71,likes dogs and likes cats,m,single
28,vegetarian,69,likes dogs,f,single
26,strictly anything,68,NA,m,single
50,mostly anything,72,likes dogs and likes cats,m,single
25,mostly anything,69,likes dogs and has cats,f,single
35,NA,69,likes dogs and dislikes cats,m,single
23,anything,68,NA,m,single
49,mostly anything,76,likes dogs and has cats,m,seeing someone
34,anything,63,has dogs,f,single
24,mostly anything,63,NA,f,single
20,NA,68,likes dogs,f,single
30,NA,74,likes dogs,m,single
48,NA,73,has cats,m,single
25,anything,74,NA,m,single
34,mostly anything,68,likes dogs and likes cats,f,single
33,NA,74,has dogs,m,single
41,NA,72,likes dogs and likes cats,m,single
22,mostly other,70,NA,m,single
24,mostly anything,71,NA,m,single
29,NA,71,NA,m,single
26,strictly anything,70,likes dogs and dislikes cats,m,single
29,mostly anything,65,likes dogs and dislikes cats,f,single
40,strictly vegetarian,72,NA,m,single
53,mostly vegetarian,69,NA,f,single
42,mostly anything,64,likes dogs and likes cats,f,single
33,mostly anything,64,NA,f,single
57,NA,72,likes dogs and likes cats,m,single
33,mostly anything,63,likes dogs and has cats,f,single
33,mostly anything,72,likes dogs and likes cats,m,single
39,mostly anything,69,likes dogs and has cats,m,single
33,NA,70,likes dogs,m,single
32,NA,66,has dogs,m,single
24,NA,71,has dogs,m,single
32,NA,64,has cats,f,single
21,NA,75,likes dogs,m,single
22,mostly anything,70,has dogs,m,single
26,anything,67,likes dogs,m,single
26,anything,64,likes dogs and likes cats,f,available
59,mostly anything,69,NA,m,single
24,NA,73,likes dogs and likes cats,m,single
27,NA,64,has dogs and likes cats,m,single
25,strictly vegetarian,62,likes dogs,f,single
30,strictly anything,72,likes dogs,m,single
31,mostly vegetarian,70,likes dogs and likes cats,m,available
27,mostly vegetarian,63,NA,m,single
33,NA,65,has cats,f,single
46,mostly anything,70,NA,m,single
36,mostly vegetarian,74,has dogs and likes cats,m,single
48,NA,63,has dogs,f,single
39,mostly anything,69,has dogs and likes cats,f,single
44,NA,67,NA,m,single
24,strictly anything,74,likes dogs and likes cats,m,single
27,mostly anything,68,likes dogs and likes cats,m,single
26,NA,74,likes dogs and likes cats,m,single
46,mostly anything,64,NA,f,single
27,strictly vegan,64,NA,f,single
28,anything,70,likes dogs and likes cats,m,single
54,anything,69,likes dogs and likes cats,m,single
23,mostly anything,62,likes cats,f,seeing someone
23,NA,72,NA,m,single
24,mostly vegan,63,NA,f,single
41,mostly anything,67,likes dogs and likes cats,m,single
37,mostly anything,73,NA,m,single
33,mostly anything,70,NA,m,single
37,mostly anything,71,likes dogs,m,single
20,mostly anything,70,likes dogs and likes cats,m,single
24,mostly vegetarian,62,has dogs,f,single
23,mostly vegetarian,64,likes dogs and dislikes cats,f,single
37,NA,74,NA,m,single
43,NA,69,likes dogs and likes cats,m,single
35,mostly anything,70,NA,m,single
27,NA,64,likes dogs and likes cats,f,single
23,strictly anything,63,likes dogs and dislikes cats,f,single
58,vegan,67,likes dogs and likes cats,m,single
21,mostly other,69,has dogs,m,single
40,NA,72,likes dogs and likes cats,m,single
28,anything,66,NA,m,single
32,mostly anything,62,dislikes dogs and likes cats,f,single
34,mostly anything,69,likes dogs,m,single
25,strictly anything,66,NA,f,single
27,mostly other,63,likes dogs and likes cats,f,single
23,mostly anything,67,likes dogs and likes cats,f,single
39,mostly anything,73,likes dogs and has cats,m,single
36,NA,68,likes dogs and likes cats,f,available
47,mostly vegan,63,likes dogs and has cats,f,single
37,mostly vegetarian,60,has dogs,f,single
41,mostly vegetarian,67,likes dogs and has cats,f,single
46,mostly vegetarian,66,NA,m,single
28,strictly anything,64,NA,m,single
35,NA,71,NA,f,single
31,anything,67,likes dogs,f,single
29,NA,72,has dogs,m,single
31,NA,70,likes dogs and has cats,m,single
36,NA,70,NA,m,single
54,NA,67,likes dogs and has cats,f,single
28,mostly anything,68,likes dogs and likes cats,m,single
25,NA,74,NA,m,single
31,strictly other,71,has dogs,m,single
31,NA,67,has dogs,f,single
37,NA,72,NA,f,single
41,mostly vegetarian,64,has dogs,f,single
29,NA,70,has cats,m,single
48,NA,66,likes dogs and likes cats,f,single
28,NA,67,likes dogs and likes cats,f,seeing someone
24,mostly anything,67,has dogs and dislikes cats,m,single
35,mostly vegetarian,65,likes dogs and likes cats,f,single
23,NA,71,NA,m,single
27,mostly anything,70,likes dogs and likes cats,m,seeing someone
64,strictly other,72,likes dogs and likes cats,m,available
39,NA,70,NA,m,single
34,mostly other,62,NA,f,single
42,mostly anything,64,likes dogs and dislikes cats,f,single
47,mostly anything,69,likes dogs,m,single
63,NA,67,likes dogs and likes cats,m,available
24,mostly anything,64,likes dogs and has cats,f,single
38,mostly anything,71,NA,m,single
31,NA,73,NA,m,available
38,mostly anything,69,likes dogs and likes cats,m,single
25,NA,65,likes dogs and likes cats,m,single
28,NA,70,likes dogs and likes cats,f,single
31,strictly anything,62,likes dogs and dislikes cats,f,single
34,mostly anything,65,has dogs,f,single
36,mostly vegetarian,64,has dogs,f,single
26,NA,70,NA,m,single
38,NA,60,NA,f,single
37,anything,70,NA,m,single
22,NA,68,likes dogs,m,single
25,NA,70,likes dogs,m,single
40,NA,70,likes dogs and likes cats,m,single
34,mostly anything,64,has dogs,f,single
63,mostly vegan,68,likes dogs,f,single
45,mostly other,59,has dogs and has cats,f,single
49,NA,72,likes dogs and likes cats,m,available
44,mostly anything,70,has dogs,m,single
23,mostly anything,69,NA,m,single
24,strictly anything,71,NA,m,available
40,vegetarian,67,NA,f,single
60,NA,74,likes dogs and likes cats,m,single
48,NA,74,likes dogs and likes cats,m,available
40,NA,67,likes dogs and likes cats,m,single
25,strictly other,72,NA,m,available
35,strictly anything,68,NA,f,single
26,mostly anything,70,NA,m,single
26,NA,63,dislikes dogs,f,single
29,mostly anything,64,likes dogs and dislikes cats,f,single
21,mostly anything,67,likes dogs and dislikes cats,f,single
23,NA,64,NA,f,single
22,mostly anything,69,has cats,f,single
25,anything,72,NA,f,single
34,NA,62,has dogs,f,single
44,mostly vegetarian,66,likes dogs and has cats,f,single
26,NA,71,NA,m,single
53,NA,71,has cats,m,single
36,NA,61,NA,f,single
42,NA,73,has dogs,m,seeing someone
28,strictly anything,73,NA,m,single
22,NA,68,NA,m,single
31,NA,70,NA,m,single
34,anything,68,likes dogs,m,single
30,NA,65,likes dogs,f,single
20,mostly anything,67,has dogs and has cats,m,single
22,NA,59,likes dogs,f,single
37,NA,65,NA,f,single
34,NA,64,has dogs,f,single
56,mostly anything,66,NA,f,single
29,NA,65,NA,f,single
31,mostly vegetarian,71,likes dogs,f,single
23,mostly anything,66,likes dogs and likes cats,f,single
36,NA,66,likes dogs,f,single
61,NA,65,likes dogs and likes cats,f,single
37,NA,68,likes dogs and has cats,f,single
35,anything,72,NA,m,single
38,anything,72,NA,m,single
46,NA,64,likes dogs and likes cats,f,single
46,NA,62,NA,f,single
65,mostly anything,70,has dogs,m,single
30,NA,70,likes dogs and likes cats,m,single
28,anything,71,likes cats,m,single
31,NA,71,likes dogs and likes cats,m,married
23,strictly anything,77,likes dogs and likes cats,m,single
28,mostly anything,66,likes dogs and has cats,m,seeing someone
28,mostly vegetarian,64,NA,f,single
65,anything,65,NA,f,available
27,NA,65,NA,f,single
22,anything,62,likes dogs and likes cats,f,single
30,NA,65,likes dogs and likes cats,f,single
26,NA,68,likes dogs and has cats,f,single
28,NA,59,likes dogs and likes cats,f,single
19,NA,69,has dogs and likes cats,f,single
25,mostly anything,68,likes dogs and has cats,f,single
25,strictly anything,67,likes dogs and likes cats,f,single
32,NA,70,NA,m,single
30,NA,64,has dogs and has cats,f,single
36,anything,69,NA,m,single
37,NA,69,likes cats,m,seeing someone
27,mostly anything,65,likes dogs and likes cats,f,single
26,NA,66,likes dogs and likes cats,f,single
23,mostly anything,70,likes dogs,m,single
49,mostly anything,73,has dogs and has cats,m,single
28,strictly vegan,69,likes dogs and likes cats,m,available
24,NA,61,dislikes cats,f,single
21,NA,66,has cats,f,single
66,NA,66,NA,f,single
37,mostly vegan,65,has dogs and likes cats,f,single
26,NA,64,NA,f,single
21,NA,66,likes dogs and has cats,f,seeing someone
50,mostly anything,67,likes dogs and has cats,f,single
63,NA,66,NA,f,single
31,mostly vegan,67,likes dogs and likes cats,f,single
24,vegan,67,likes cats,m,single
27,NA,61,NA,f,single
28,NA,64,NA,f,seeing someone
28,NA,65,NA,f,single
35,anything,73,NA,m,single
30,NA,68,has dogs and likes cats,m,seeing someone
34,vegetarian,62,likes dogs and has cats,f,single
33,mostly vegetarian,64,has dogs and likes cats,f,single
29,NA,75,likes dogs,m,single
31,NA,71,has dogs,m,single
31,anything,64,likes dogs and likes cats,f,single
27,mostly anything,65,likes dogs and likes cats,f,single
26,strictly anything,66,has cats,f,single
23,mostly vegetarian,70,likes dogs,f,single
33,mostly anything,67,likes dogs,f,single
30,NA,64,likes dogs and likes cats,f,seeing someone
28,strictly anything,67,NA,f,single
21,strictly anything,59,NA,f,single
20,NA,66,has dogs,f,single
24,mostly vegetarian,67,likes dogs and likes cats,f,single
23,anything,62,has dogs and dislikes cats,f,single
38,mostly anything,59,likes dogs,f,single
41,anything,72,likes dogs and has cats,m,single
35,other,68,likes dogs and likes cats,f,single
23,mostly vegetarian,67,likes dogs and likes cats,f,single
35,NA,65,NA,f,single
26,NA,69,has dogs,m,single
32,NA,72,likes dogs and likes cats,m,single
34,mostly anything,64,likes dogs and likes cats,f,single
44,NA,68,likes dogs,m,single
38,strictly anything,72,likes dogs and has cats,m,single
40,NA,76,has cats,m,single
28,vegetarian,63,likes dogs and likes cats,f,single
27,mostly anything,66,likes dogs and dislikes cats,f,single
33,anything,63,likes dogs and likes cats,f,seeing someone
26,mostly anything,65,NA,f,single
24,mostly anything,66,has dogs,f,single
36,NA,65,NA,f,single
26,NA,61,likes dogs and likes cats,f,single
26,mostly anything,64,likes dogs and likes cats,f,single
29,anything,67,likes dogs,f,single
28,mostly vegetarian,66,likes dogs and likes cats,f,single
27,NA,72,NA,m,single
44,NA,73,likes dogs and dislikes cats,m,single
35,NA,69,NA,m,single
31,mostly anything,70,likes dogs,f,single
24,vegetarian,71,likes dogs and likes cats,m,single
49,NA,65,likes dogs and likes cats,f,single
29,NA,63,NA,f,single
34,mostly anything,66,NA,m,single
32,strictly anything,69,NA,m,single
22,mostly vegetarian,68,likes dogs and likes cats,f,single
25,mostly anything,66,NA,f,single
36,NA,65,likes dogs and likes cats,f,single
27,mostly anything,66,has dogs and likes cats,f,single
38,NA,69,NA,m,single
22,mostly anything,73,likes cats,m,single
29,mostly anything,68,likes dogs and likes cats,m,single
24,NA,70,likes dogs and has cats,f,seeing someone
50,NA,68,NA,f,single
38,NA,61,NA,f,single
64,mostly anything,73,has dogs and likes cats,m,single
36,anything,68,likes cats,m,single
35,NA,69,likes dogs and likes cats,m,single
27,NA,70,NA,m,single
28,mostly anything,67,likes dogs,m,single
25,mostly anything,67,likes dogs and likes cats,m,single
31,NA,63,likes dogs and likes cats,f,single
35,NA,70,likes dogs,m,single
34,NA,70,has dogs,m,single
39,NA,70,has dogs,m,single
26,anything,71,likes cats,m,seeing someone
23,mostly vegetarian,63,likes dogs and has cats,f,single
24,anything,65,NA,f,single
28,mostly anything,68,likes dogs,f,single
44,mostly anything,71,likes dogs,m,single
23,mostly anything,66,likes dogs and has cats,f,single
27,NA,68,likes dogs and likes cats,f,single
36,mostly anything,70,likes dogs,m,single
24,NA,61,NA,f,single
27,NA,69,likes dogs,m,single
26,mostly anything,65,likes dogs,f,single
25,NA,69,likes dogs and likes cats,m,seeing someone
26,NA,67,has cats,f,single
63,anything,61,likes dogs and likes cats,f,single
22,NA,68,NA,m,single
26,mostly vegetarian,71,NA,m,single
33,NA,73,likes cats,m,single
34,mostly vegetarian,74,NA,m,single
31,NA,62,NA,f,seeing someone
22,strictly anything,64,likes dogs and likes cats,f,seeing someone
28,NA,63,has dogs and likes cats,f,single
40,NA,67,has dogs and dislikes cats,f,single
32,mostly anything,73,NA,m,single
34,mostly anything,71,has dogs,f,single
23,NA,66,likes dogs,f,single
23,mostly anything,71,NA,m,single
45,NA,63,has cats,f,single
38,mostly vegetarian,75,NA,m,single
54,NA,64,NA,f,single
27,mostly anything,73,likes dogs and likes cats,m,single
25,mostly anything,71,has dogs and likes cats,m,single
31,mostly anything,80,dislikes dogs and likes cats,m,single
26,mostly anything,61,likes dogs and has cats,f,single
31,NA,65,likes dogs,m,single
22,NA,70,likes dogs,f,single
30,mostly vegan,72,NA,m,single
27,NA,74,NA,m,single
20,strictly anything,73,likes dogs,m,single
37,NA,74,likes dogs,m,single
31,mostly anything,68,likes dogs and dislikes cats,m,single
28,anything,63,NA,f,single
23,mostly anything,68,has dogs and has cats,f,single
26,strictly anything,71,likes dogs and likes cats,m,single
29,NA,66,NA,f,single
26,mostly anything,73,NA,m,single
37,NA,67,has dogs,f,single
28,anything,61,likes dogs,f,single
32,anything,71,has dogs,m,single
25,strictly anything,69,NA,m,single
40,NA,72,has dogs,m,single
30,NA,70,likes dogs and likes cats,f,single
28,mostly anything,67,has dogs and dislikes cats,f,single
49,NA,66,has dogs,f,single
40,strictly anything,72,has dogs,m,single
32,NA,67,likes dogs and has cats,f,single
36,NA,70,NA,m,single
25,mostly anything,68,NA,m,single
24,mostly anything,73,likes dogs,m,single
35,NA,69,NA,m,single
42,mostly anything,71,has dogs,m,single
35,anything,66,has dogs and has cats,f,single
31,NA,61,NA,f,single
31,NA,68,has dogs and has cats,f,single
66,mostly vegetarian,60,likes dogs and likes cats,f,single
28,mostly vegetarian,65,likes dogs and likes cats,f,single
19,NA,68,NA,m,single
36,NA,63,NA,f,single
27,NA,67,has dogs,f,single
39,NA,62,has dogs and has cats,f,single
36,mostly anything,63,NA,f,single
30,anything,71,likes dogs and likes cats,m,single
43,anything,63,likes dogs,f,single
50,mostly anything,72,likes dogs,m,single
31,NA,72,NA,m,single
37,anything,73,NA,m,single
29,mostly anything,68,likes dogs and dislikes cats,m,single
26,mostly anything,65,NA,m,single
36,NA,67,dislikes cats,f,single
28,NA,71,has cats,m,single
28,NA,62,has dogs,f,single
30,NA,71,NA,m,single
27,strictly anything,70,NA,m,single
58,strictly anything,70,likes dogs and likes cats,m,single
41,NA,67,NA,m,single
29,mostly anything,73,has dogs,m,single
44,NA,71,NA,m,single
31,NA,69,has cats,f,single
34,mostly anything,70,NA,f,single
24,mostly anything,65,has dogs,f,single
31,strictly anything,65,has dogs,f,single
32,mostly vegetarian,72,likes dogs and has cats,m,available
36,NA,72,NA,m,single
43,NA,75,has dogs,m,married
35,strictly other,72,NA,m,single
23,mostly anything,70,likes dogs,m,single
30,NA,67,likes dogs,f,single
28,mostly vegetarian,74,likes dogs and likes cats,m,single
51,NA,68,NA,m,single
37,mostly anything,70,likes dogs and likes cats,m,single
41,mostly anything,72,has dogs,m,single
43,NA,75,likes dogs and likes cats,m,single
32,strictly anything,62,NA,f,single
35,NA,63,has dogs and dislikes cats,f,single
21,mostly anything,72,likes dogs and likes cats,m,single
30,NA,65,has dogs and dislikes cats,f,single
25,mostly anything,65,likes dogs,f,seeing someone
19,anything,67,has dogs and likes cats,f,single
29,strictly anything,63,likes dogs and dislikes cats,f,single
61,NA,71,has dogs,m,single
44,NA,66,NA,f,single
51,NA,66,NA,f,single
37,mostly anything,73,likes dogs and has cats,m,single
33,NA,65,NA,f,single
26,NA,70,has dogs and dislikes cats,m,single
22,NA,69,likes dogs and likes cats,m,single
41,mostly anything,69,NA,m,single
29,NA,66,NA,m,single
23,mostly anything,70,NA,m,single
43,anything,60,likes dogs and likes cats,f,single
24,mostly anything,68,likes dogs,f,single
44,NA,67,NA,f,single
24,NA,66,likes dogs and likes cats,f,single
56,NA,62,NA,f,single
29,mostly other,68,likes dogs and likes cats,m,single
24,anything,58,likes dogs and has cats,f,single
22,mostly vegetarian,67,likes dogs and likes cats,m,single
40,NA,64,likes dogs and likes cats,f,single
28,NA,68,likes dogs and likes cats,f,single
33,NA,67,NA,m,single
36,NA,74,NA,m,single
30,strictly vegetarian,65,likes dogs,f,single
29,anything,71,likes dogs,m,single
32,strictly anything,75,likes dogs and likes cats,m,seeing someone
50,NA,70,likes dogs and likes cats,m,single
27,strictly vegetarian,67,NA,m,single
29,mostly anything,62,likes dogs and likes cats,f,seeing someone
38,NA,74,likes dogs and has cats,m,married
50,anything,74,likes dogs,m,single
30,anything,74,NA,m,single
32,strictly anything,74,has dogs,m,single
24,NA,68,likes dogs and likes cats,m,available
29,anything,70,likes dogs and likes cats,m,single
27,mostly anything,69,likes dogs and likes cats,m,single
33,NA,65,likes dogs and likes cats,f,single
40,mostly vegetarian,67,likes dogs,f,single
29,mostly other,66,has dogs and has cats,f,single
60,mostly vegetarian,63,NA,f,single
34,mostly vegetarian,69,likes cats,f,available
20,strictly anything,63,NA,f,single
53,mostly anything,66,likes dogs and has cats,f,single
59,mostly anything,61,likes dogs and has cats,f,single
25,NA,67,likes dogs and likes cats,f,single
22,NA,61,NA,f,single
31,mostly anything,72,likes dogs and likes cats,m,single
34,NA,67,NA,f,single
24,strictly vegan,72,NA,m,single
25,NA,62,likes dogs and likes cats,f,single
32,NA,69,NA,f,single
27,NA,70,dislikes dogs and likes cats,m,single
32,mostly anything,70,likes dogs,m,single
26,strictly anything,68,likes cats,m,single
57,mostly anything,63,likes dogs and has cats,f,single
30,mostly anything,72,likes dogs and likes cats,m,single
46,anything,67,likes dogs,f,single
24,NA,67,likes dogs,m,single
29,mostly anything,64,likes dogs,m,single
29,mostly anything,64,has dogs and dislikes cats,f,single
27,strictly anything,68,likes dogs and dislikes cats,m,single
30,NA,64,NA,f,single
36,NA,66,has dogs,f,single
57,anything,61,likes dogs and dislikes cats,f,single
27,mostly anything,60,likes dogs and has cats,f,single
29,anything,66,NA,m,single
25,NA,66,likes dogs,f,single
43,mostly anything,74,likes dogs and likes cats,m,single
58,NA,70,NA,m,single
31,mostly anything,67,NA,f,single
22,strictly other,64,likes cats,f,single
26,NA,67,likes dogs,m,single
24,mostly anything,67,NA,f,single
31,strictly anything,74,likes dogs and likes cats,m,single
21,mostly vegetarian,66,has dogs and likes cats,f,single
29,NA,71,NA,m,single
31,NA,65,NA,f,single
25,NA,72,likes dogs,m,single
28,mostly anything,64,has dogs,f,single
29,strictly anything,62,likes dogs and likes cats,f,single
45,NA,73,NA,m,single
62,mostly anything,64,NA,f,single
32,mostly anything,68,has dogs and likes cats,f,single
43,mostly vegetarian,65,likes dogs and likes cats,f,single
31,mostly anything,76,NA,m,single
32,strictly anything,70,NA,m,single
37,NA,66,NA,m,single
38,anything,72,likes dogs and likes cats,m,single
58,NA,70,likes dogs,m,seeing someone
28,mostly anything,66,likes dogs and has cats,f,single
19,vegetarian,66,likes dogs and has cats,f,single
28,mostly anything,65,likes dogs and likes cats,m,single
29,mostly anything,73,likes dogs and dislikes cats,m,single
33,NA,74,NA,m,single
30,NA,69,has dogs,f,single
34,strictly anything,62,likes dogs and dislikes cats,f,single
27,mostly anything,63,likes dogs and has cats,f,single
35,mostly vegetarian,66,NA,f,single
23,mostly other,68,has dogs and likes cats,f,single
34,mostly other,66,NA,f,single
31,NA,66,likes cats,f,single
30,mostly vegetarian,74,likes dogs,m,single
21,mostly anything,71,has dogs,f,single
22,mostly anything,64,NA,f,single
38,mostly anything,69,NA,f,single
21,mostly anything,67,likes dogs and likes cats,f,single
30,mostly anything,62,NA,f,single
27,mostly anything,70,likes dogs,m,single
27,NA,71,likes dogs,m,single
36,NA,63,likes dogs and has cats,f,single
37,strictly anything,66,likes cats,m,single
28,NA,62,likes dogs and likes cats,f,single
28,mostly anything,68,NA,m,single
32,mostly anything,70,likes dogs and likes cats,m,single
33,NA,76,NA,m,available
27,mostly anything,63,likes dogs and likes cats,f,single
30,mostly anything,63,NA,f,single
31,NA,64,NA,f,single
26,mostly anything,68,likes dogs,f,single
48,NA,70,likes dogs,m,single
44,NA,63,likes dogs and has cats,f,single
28,NA,74,likes dogs and likes cats,m,single
23,NA,72,NA,f,single
25,NA,64,has dogs and has cats,f,single
23,NA,67,NA,m,single
24,mostly vegetarian,61,NA,f,single
21,NA,66,NA,m,single
20,mostly anything,68,NA,f,single
28,NA,67,NA,m,single
35,mostly other,63,has cats,f,single
24,mostly anything,74,has dogs and has cats,m,single
26,NA,69,NA,f,single
24,NA,65,NA,f,single
25,strictly anything,70,likes dogs and dislikes cats,m,single
22,mostly anything,67,likes dogs and likes cats,f,single
37,mostly anything,62,likes dogs and likes cats,f,single
60,mostly vegetarian,67,likes dogs and likes cats,f,single
28,mostly anything,64,likes dogs and likes cats,f,single
38,NA,64,NA,f,single
24,NA,72,likes dogs,m,single
39,NA,66,likes dogs,f,seeing someone
26,anything,67,has dogs,f,single
41,mostly anything,68,likes dogs,f,single
34,NA,68,likes dogs,f,single
28,NA,70,likes dogs and likes cats,m,single
24,mostly vegetarian,70,has dogs,m,single
26,mostly anything,72,NA,m,single
34,strictly anything,65,NA,m,single
33,NA,74,likes dogs and likes cats,m,single
30,NA,70,likes dogs and likes cats,m,single
22,NA,61,has dogs,f,single
31,mostly anything,75,likes dogs,m,single
25,anything,73,likes dogs and has cats,m,single
59,mostly other,69,likes dogs,m,single
54,mostly anything,70,likes cats,f,single
25,strictly vegan,61,likes dogs and has cats,f,single
38,mostly anything,64,NA,f,single
33,NA,69,likes dogs,f,single
39,NA,65,likes dogs and likes cats,f,seeing someone
23,NA,65,NA,f,single
42,mostly anything,63,likes dogs and dislikes cats,f,single
67,anything,65,likes dogs and likes cats,f,single
44,anything,65,likes dogs,f,single
